unitid,cohort,Rate,iclevel,control,hloffer,locale,instcat,c21enprf,cbsatype,GrantRate,GrantAvg,PellRate,LoanRate,LoanAvg,InDistrictT,InDistrictTDiff,InDistrictF,InDistrictFDiff,InStateT,InstateF,OutStateT,OutStateTDiff,OutStateF,OutStateFDiff,Housing,ScaledHousingCap,board,roomamt,boardamt,AvgSalary,StuFacRatio
197601,28,50.00%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,99.24%,11125,80.30%,0.00%,0,0,0,0,0,11800,0,0,0,0,0,1,2.2,2,0,0,,
197647,22,18.18%,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,92.31%,8717.010989,37.36%,0.00%,0,0,0,0,0,12100,0,0,0,0,0,1,1.0833333333,1,0,0,,
197674,58,20.69%,Four or more years,Private not-for-profit,Postbaccalaureate certificate,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,75.58%,11764.889535,75.58%,0.00%,0,0,0,0,0,12750,0,0,0,0,0,1,0.86,1,0,0,,
197692,29,51.72%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,64.77%,4397.7272727,9.09%,0.00%,0,0,0,0,0,17450,410,0,0,0,0,1,0.4782608696,1,950,1150,,
197708,518,79.92%,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,81.28%,23411.066854,12.32%,16.71%,1034.5330753,0,0,0,0,44300,3200,0,0,0,0,1,1.7276595745,2,9500,3500,115809.78022,3.9
197735,107,71.03%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,92.16%,11774.020376,88.87%,0.00%,0,0,0,0,0,8640,0,0,0,0,0,1,1.99375,1,1800,1656,,
197744,12,66.67%,Four or more years,Private not-for-profit,Bachelor^s degree,Town: Distant,"Degree-granting, not primarily baccalaureate or above",High undergraduate,Not applicable,97.80%,8338.6483516,51.10%,0.00%,0,0,0,0,0,13850,100,0,0,0,0,1,0.8666666667,1,0,0,,
197814,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,99.35%,2330.4860884,20.62%,0.00%,0,0,0,0,0,2081,147,1,5118,0,0,0,,3,0,0,50411.333333,27.2
197850,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,27.46%,1812.811527,18.58%,0.00%,0,0,0,0,0,1824,191,1,4608,0,0,0,,3,0,0,52144.897959,30.8
197869,3045,72.74%,Four or more years,Public,Doctor^s degree,Town: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,48.28%,3951.4307624,28.32%,42.43%,2540.5964232,0,0,0,0,4242,3168,1,15607,0,0,1,3.0247864679,2,5595,4086,73018.517822,8.9
197887,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,40.92%,1233.8828965,30.97%,7.98%,499.85835479,0,0,0,0,2432,200,1,6144,0,0,0,,3,0,0,46200.695122,40.3
197911,218,51.83%,Four or more years,Private not-for-profit,Master^s degree,Town: Fringe,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,93.30%,21258.661538,39.55%,74.48%,4967.9954751,0,0,0,0,33430,0,0,0,0,0,1,1.7456556082,1,4672,6298,54834.04,11.1
197966,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,78.54%,5766.4327195,30.95%,0.00%,0,0,0,0,0,2432,86,1,6144,0,0,0,,3,0,0,46450.310345,24.3
197984,308,45.78%,Four or more years,Private not-for-profit,Master^s degree,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,94.48%,9901.8084526,27.68%,53.17%,3553.4533061,0,0,0,0,18500,0,0,0,0,0,1,1.6085526316,1,5996,4696,,
197993,139,22.30%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,98.71%,14464.133621,70.69%,94.83%,7033.387931,0,0,0,0,16000,2400,0,0,0,0,1,1.2960893855,1,4800,3800,43189.285714,8.3
198011,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Not applicable,48.91%,1281.5884579,42.57%,0.00%,0,0,0,0,0,2128,126,1,5376,0,0,0,,3,0,0,,
198039,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,38.32%,1635.788005,25.99%,8.75%,570.7938359,0,0,0,0,2432,219,1,6144,0,0,0,,3,0,0,51386.375,37.5
198066,246,32.52%,Four or more years,Private not-for-profit,Master^s degree,Town: Fringe,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Micropolitan Statistical Area,99.34%,21772.159001,42.44%,71.22%,4594.0459921,0,0,0,0,28400,1850,0,0,0,0,1,1.0052840159,1,9090,2310,47008.235294,7.5
198084,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,52.03%,2124.2009015,37.48%,0.00%,0,0,0,0,0,2432,100,1,6144,0,0,0,,3,0,0,45742.05,38.8
198109,,,Four or more years,Private not-for-profit,Master^s degree,City: Midsize,"Degree-granting, not primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,69.69%,3363.0154867,29.20%,85.84%,6509.909292,0,0,0,0,13850,520,0,0,0,0,0,,3,0,0,,
198118,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,34.69%,1502.8788036,28.22%,0.00%,0,0,0,0,0,2432,105,1,6144,0,0,0,,3,0,0,48793.816327,39.2
198136,953,56.14%,Four or more years,Private not-for-profit,Doctor^s degree,Town: Fringe,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,88.20%,22227.022849,33.47%,44.81%,3051.5610215,0,0,0,0,35580,2580,0,0,0,0,1,2.0394736842,2,7425,6200,79414.4,13.3
198154,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,48.03%,1993.8978111,31.82%,8.79%,483.50334101,0,0,0,0,2432,316,1,6144,0,0,0,,3,0,0,52108.924528,27.3
198190,,,Less than 2 years (below associate),Private for-profit,Award of less than one academic year,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
198206,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,49.29%,3349.6458797,37.42%,0.00%,0,0,0,0,0,2432,178,1,6144,0,0,0,,3,0,0,,
198215,311,59.81%,Four or more years,Private not-for-profit,Master^s degree,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,94.12%,23616.161209,37.87%,63.39%,3734.2787573,0,0,0,0,32380,0,0,0,0,0,1,1.7311046512,1,6564,4566,66858.620253,7.5
198233,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,36.51%,2514.8551294,26.11%,0.00%,0,0,0,0,0,2128,239,1,5376,0,0,0,,3,0,0,49173.6,21.6
198251,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,39.71%,2487.5933945,28.11%,0.00%,0,0,0,0,0,2432,122,1,6144,0,0,0,,3,0,0,50504.375,28.4
198260,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,57.29%,2334.2339213,29.42%,0.00%,0,0,0,0,0,2432,360,1,6144,0,0,0,,3,0,0,,
198303,552,28.62%,Four or more years,Private not-for-profit,Master^s degree,Town: Distant,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Not applicable,98.36%,19777.28,69.27%,76.27%,6046.0072727,0,0,0,0,25880,0,0,0,0,0,1,0.7246376812,1,0,0,65557.428571,15.7
198321,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,52.67%,3212.6879763,32.43%,0.00%,0,0,0,0,0,2432,170,1,6144,0,0,0,,3,0,0,49567.459016,19.4
198330,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,63.48%,3168.1481378,36.32%,0.00%,0,0,0,0,0,2432,30,1,6144,0,0,0,,3,0,0,47079.772277,17.7
198367,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,44.81%,2190.1027084,33.03%,0.00%,0,0,0,0,0,1824,198,1,4608,0,0,0,,3,0,0,51840.290323,22.9
198376,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,62.76%,4118.8390438,44.30%,15.86%,1168.6632138,0,0,0,0,2072,154,1,5432,0,0,0,,3,0,0,58056.619048,22.4
198385,510,89.61%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,67.78%,30380.383762,14.88%,11.55%,703.87140696,0,0,0,0,54460,540,0,0,0,0,1,1.0836065574,1,7700,7525,106848.79426,4.7
198419,1745,95.87%,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority graduate,Metropolitan Statistical Area,54.40%,25418.81063,13.13%,16.51%,813.23388417,0,0,0,0,58085,2159,0,0,0,0,1,1.1747114376,2,9164,6862,158766.7759,2.6
198455,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,98.09%,4638.015635,32.32%,7.00%,516.41721996,0,0,0,0,2066,162,1,5251,0,0,0,,3,0,0,53194.671429,33.4
198464,4234,65.78%,Four or more years,Public,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,60.50%,4601.0643217,31.89%,44.35%,2813.5482738,0,0,0,0,4452,2845,1,16277,0,0,1,4.4312896406,2,5630,4060,77452.61086,13.0
198491,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,86.70%,3444.7039068,52.50%,39.07%,2563.252913,0,0,0,0,2432,208,1,6144,0,0,0,,3,0,0,46874.114286,20.8
198507,264,39.77%,Four or more years,Public,Master^s degree,Town: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,79.95%,6665.6973822,58.53%,57.07%,3373.5811518,0,0,0,0,1000,2326,1,4000,0,0,1,1.2065698042,2,5037,3426,70114.063291,12.1
198516,1524,83.33%,Four or more years,Private not-for-profit,Doctor^s degree,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,64.03%,9725.8723573,9.19%,26.10%,1627.594659,0,0,0,0,38218,507,0,0,0,0,1,1.5007156489,2,6593,6829,83304.667482,7.7
198534,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,59.69%,3398.6915477,40.96%,34.84%,2249.32382,0,0,0,0,2432,112,1,6144,0,0,0,,3,0,0,63783,2733
198543,627,37.32%,Four or more years,Public,Doctor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,68.12%,5208.3596538,51.51%,47.66%,3136.396573,0,0,0,0,2982,2397,1,11608,0,0,1,3.538125,2,4513,4103,75903.758242,15.6
198552,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,54.25%,1874.8666139,36.68%,18.00%,934.30697245,0,0,0,0,1992,160,1,5016,0,0,0,,3,0,0,48096.478873,53.4
198561,453,47.24%,Four or more years,Private not-for-profit,Doctor^s degree,Town: Distant,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Micropolitan Statistical Area,87.93%,18403.258329,41.67%,59.44%,4025.3829068,0,0,0,0,31220,980,0,0,0,0,1,1.5138888889,1,5410,5130,61114.537815,8.7
198570,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,46.11%,1771.250047,39.30%,0.00%,0,0,0,0,0,2432,430,1,6144,0,0,0,,3,0,0,52302.546296,24.6
198598,226,30.09%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,77.79%,10705.912171,40.03%,58.85%,4102.4843162,0,0,0,0,18960,0,0,0,0,0,1,1.6133603239,1,0,0,55034.863636,9.1
198613,311,54.66%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,83.59%,22875.543662,39.01%,46.13%,2817.806338,0,0,0,0,40400,740,0,0,0,0,1,1.3786407767,2,6200,6600,62234.093333,9.5
198622,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,82.80%,2593.9203736,42.27%,26.11%,1542.7123832,0,0,0,0,2128,161,1,5376,0,0,0,,3,0,0,55845.655914,29.1
198640,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,33.70%,2097.98583,30.06%,0.00%,0,0,0,0,0,2432,176,1,6144,0,0,0,,3,0,0,50878.851852,18.3
198668,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,50.97%,3812.5902778,33.68%,0.00%,0,0,0,0,0,2432,148,1,6144,0,0,0,,3,0,0,49771.372093,16.7
198677,4,25.00%,Four or more years,Private not-for-profit,Bachelor^s degree,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,83.72%,3476.8604651,74.42%,79.07%,6745.7906977,0,0,0,0,7560,768,0,0,0,0,0,,3,0,0,,
198695,1348,70.18%,Four or more years,Private not-for-profit,Doctor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,85.41%,13489.216508,10.85%,41.90%,2650.7951599,0,0,0,0,34628,5124,0,0,0,0,1,0.9518716578,1,7962,7944,71278.815574,9.5
198710,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,81.15%,2497.5651322,48.29%,0.00%,0,0,0,0,0,1824,170,1,4608,0,0,0,,3,0,0,55656.191489,21.7
198729,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Not applicable,51.66%,3784.9732794,37.41%,0.00%,0,0,0,0,0,2432,138,1,6144,0,0,0,,3,0,0,48501.818182,28.1
198756,333,39.04%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,97.61%,12283.576217,72.47%,80.93%,5922.707901,0,0,0,0,16174,2770,0,0,0,0,1,1.0627650551,1,4086,3014,58090.096386,7.5
198774,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,29.17%,1927.6724055,24.39%,0.00%,0,0,0,0,0,2432,225,1,6144,0,0,0,,3,0,0,56785.913978,22.5
198808,198,40.40%,Four or more years,Private not-for-profit,Master^s degree,Rural: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Not applicable,100.0%,17199.72488,43.66%,62.68%,4347.6889952,0,0,0,0,26267,2400,0,0,0,0,1,1.2294117647,2,5400,6150,48510.333333,10.0
198817,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,50.40%,3219.3210504,40.79%,0.00%,0,0,0,0,0,2432,136,1,6144,0,0,0,,3,0,0,45284.265306,12.0
198835,446,48.21%,Four or more years,Private not-for-profit,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,87.16%,26915.709478,35.84%,58.33%,3857.7521032,0,0,0,0,41500,0,0,0,0,0,1,1.7160731473,2,0,0,66616.173228,7.0
198844,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
198862,421,23.04%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,98.34%,12514.67929,75.74%,90.41%,6988.5088757,0,0,0,0,15917,2379,0,0,0,0,1,0.79342723,1,3262,3531,,
